pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG01217,Direct Labour,Pass,Intermediate,Single Skill,Repair,Installation
ENG01218,Direct Labour,Pass,Beginner,Multi Skill,Repair,None
ENG01219,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG01220,Direct Labour,Pass,Intermediate,Single Skill,Repair,Service
ENG01221,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG01222,Direct Labour,Merit,Expert,Single Skill,Installation,Installation
ENG01223,Contractor,Merit,Expert,Single Skill,Repair,Installation
ENG01224,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG01225,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Service
ENG01226,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG01227,Contractor,Pass,Expert,Single Skill,Installation,None
ENG01228,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG01229,Direct Labour,Merit,Expert,Single Skill,Installation,Service
ENG01230,Contractor,Merit,Intermediate,Single Skill,Service,None
ENG01231,Direct Labour,Distinction,Expert,Single Skill,Service,Service
ENG01232,Contractor,Merit,Intermediate,Single Skill,Service,Repair
ENG01233,Direct Labour,Distinction,Expert,Multi Skill,Installation,Installation
ENG01234,Contractor,Merit,Intermediate,Multi Skill,Installation,Service
ENG01235,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG01236,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG01237,Direct Labour,Pass,Beginner,Single Skill,Service,None
ENG01238,Contractor,Merit,Intermediate,Single Skill,Installation,Installation
ENG01239,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Service
ENG01240,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG01241,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG01242,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG01243,Contractor,Pass,Intermediate,Multi Skill,Installation,Installation
ENG01244,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG01245,Contractor,Merit,Beginner,Single Skill,Installation,Repair
ENG01246,Contractor,Distinction,Beginner,Multi Skill,Service,None
ENG01247,Contractor,Merit,Expert,Single Skill,Repair,None
ENG01248,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG01249,Direct Labour,Pass,Expert,Single Skill,Installation,Installation
ENG01250,Contractor,Pass,Expert,Single Skill,Repair,Service
ENG01251,Direct Labour,Merit,Beginner,Single Skill,Repair,Repair
ENG01252,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Installation
ENG01253,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG01254,Direct Labour,Distinction,Beginner,Single Skill,Service,Service
ENG01255,Contractor,Distinction,Beginner,Multi Skill,Repair,None
ENG01256,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG01257,Direct Labour,Distinction,Beginner,Single Skill,Service,Installation
ENG01258,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG01259,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG01260,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG01261,Direct Labour,Pass,Beginner,Multi Skill,Installation,Service
ENG01262,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG01263,Contractor,Merit,Beginner,Multi Skill,Service,Service
ENG01264,Direct Labour,Distinction,Expert,Multi Skill,Service,Repair
ENG01265,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG01266,Contractor,Merit,Intermediate,Single Skill,Service,None
ENG01267,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG01268,Contractor,Pass,Beginner,Multi Skill,Repair,Service
ENG01269,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG01270,Contractor,Merit,Expert,Multi Skill,Service,None
ENG01271,Contractor,Pass,Intermediate,Single Skill,Installation,Service
ENG01272,Contractor,Merit,Expert,Single Skill,Installation,Service
ENG01273,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG01274,Contractor,Pass,Expert,Single Skill,Service,Installation
ENG01275,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG01276,Direct Labour,Pass,Beginner,Single Skill,Repair,None
ENG01277,Contractor,Merit,Beginner,Multi Skill,Service,Service
ENG01278,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG01279,Contractor,Pass,Intermediate,Multi Skill,Repair,None
ENG01280,Contractor,Pass,Beginner,Single Skill,Repair,Service
ENG01281,Contractor,Merit,Intermediate,Single Skill,Installation,None
ENG01282,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG01283,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Service
ENG01284,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG01285,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG01286,Direct Labour,Distinction,Beginner,Single Skill,Repair,Service
ENG01287,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG01288,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG01289,Direct Labour,Merit,Intermediate,Multi Skill,Repair,None
ENG01290,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG01291,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG01292,Contractor,Distinction,Expert,Multi Skill,Installation,None
ENG01293,Direct Labour,Merit,Beginner,Single Skill,Repair,None
ENG01294,Direct Labour,Distinction,Expert,Multi Skill,Service,Repair
ENG01295,Direct Labour,Pass,Expert,Single Skill,Service,Repair
ENG01296,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG01297,Direct Labour,Merit,Expert,Multi Skill,Repair,Installation
ENG01298,Direct Labour,Pass,Beginner,Multi Skill,Repair,None
ENG01299,Contractor,Pass,Beginner,Single Skill,Installation,None
ENG01300,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG01301,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG01302,Direct Labour,Pass,Expert,Multi Skill,Service,Installation
ENG01303,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Service
ENG01304,Direct Labour,Pass,Beginner,Single Skill,Installation,Installation
ENG01305,Contractor,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG01306,Direct Labour,Pass,Intermediate,Single Skill,Service,None
ENG01307,Direct Labour,Pass,Beginner,Multi Skill,Repair,Installation
ENG01308,Direct Labour,Pass,Intermediate,Single Skill,Service,Service
ENG01309,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG01310,Contractor,Pass,Expert,Single Skill,Service,Service
ENG01311,Contractor,Distinction,Intermediate,Multi Skill,Service,Repair
ENG01312,Direct Labour,Distinction,Expert,Multi Skill,Installation,Service
ENG01313,Contractor,Distinction,Intermediate,Single Skill,Installation,None
ENG01314,Direct Labour,Merit,Beginner,Multi Skill,Repair,Service
ENG01315,Direct Labour,Pass,Beginner,Single Skill,Installation,Service
ENG01316,Direct Labour,Merit,Beginner,Multi Skill,Installation,Installation
ENG01317,Contractor,Merit,Beginner,Single Skill,Service,Repair
ENG01318,Direct Labour,Pass,Expert,Multi Skill,Service,Repair
ENG01319,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG01320,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG01321,Direct Labour,Distinction,Beginner,Single Skill,Installation,Service
ENG01322,Direct Labour,Pass,Beginner,Multi Skill,Service,Service
ENG01323,Contractor,Pass,Intermediate,Multi Skill,Installation,None
ENG01324,Contractor,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG01325,Contractor,Pass,Intermediate,Multi Skill,Repair,None
ENG01326,Contractor,Pass,Intermediate,Single Skill,Installation,None
ENG01327,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG01328,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG01329,Contractor,Distinction,Beginner,Multi Skill,Installation,Installation
ENG01330,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG01331,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,None
ENG01332,Contractor,Pass,Expert,Single Skill,Installation,None
ENG01333,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG01334,Contractor,Merit,Beginner,Single Skill,Repair,Service
ENG01335,Contractor,Pass,Beginner,Single Skill,Service,None
ENG01336,Contractor,Merit,Beginner,Single Skill,Service,Repair
ENG01337,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Repair
ENG01338,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG01339,Contractor,Distinction,Beginner,Multi Skill,Installation,Service
ENG01340,Contractor,Merit,Beginner,Single Skill,Service,Installation
ENG01341,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG01342,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG01343,Direct Labour,Pass,Intermediate,Single Skill,Repair,Service
ENG01344,Contractor,Distinction,Beginner,Single Skill,Repair,Service
ENG01345,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG01346,Contractor,Pass,Expert,Single Skill,Installation,None
ENG01347,Direct Labour,Merit,Expert,Single Skill,Repair,Repair
ENG01348,Direct Labour,Merit,Beginner,Multi Skill,Installation,Repair
ENG01349,Contractor,Merit,Intermediate,Single Skill,Repair,Service
ENG01350,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG01351,Contractor,Distinction,Beginner,Single Skill,Installation,Service
ENG01352,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG01353,Direct Labour,Pass,Expert,Single Skill,Repair,Repair
ENG01354,Contractor,Pass,Beginner,Multi Skill,Repair,None
ENG01355,Contractor,Merit,Expert,Single Skill,Installation,None
ENG01356,Contractor,Pass,Beginner,Multi Skill,Repair,None
ENG01357,Direct Labour,Pass,Beginner,Single Skill,Repair,Repair
ENG01358,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG01359,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Installation
ENG01360,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG01361,Contractor,Pass,Intermediate,Multi Skill,Repair,Installation
ENG01362,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG01363,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG01364,Contractor,Pass,Beginner,Single Skill,Installation,None
ENG01365,Direct Labour,Pass,Intermediate,Multi Skill,Repair,None
ENG01366,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG01367,Direct Labour,Pass,Expert,Single Skill,Installation,Installation
ENG01368,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG01369,Contractor,Merit,Beginner,Multi Skill,Repair,Installation
ENG01370,Contractor,Distinction,Beginner,Multi Skill,Installation,Installation
ENG01371,Contractor,Merit,Intermediate,Multi Skill,Repair,Repair
ENG01372,Contractor,Merit,Beginner,Multi Skill,Installation,Service
ENG01373,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG01374,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG01375,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG01376,Direct Labour,Merit,Expert,Single Skill,Service,Repair
ENG01377,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG01378,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG01379,Direct Labour,Merit,Expert,Multi Skill,Service,None
ENG01380,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG01381,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG01382,Contractor,Pass,Beginner,Multi Skill,Service,None
ENG01383,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG01384,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG01385,Contractor,Distinction,Expert,Multi Skill,Service,Repair
ENG01386,Direct Labour,Pass,Beginner,Single Skill,Installation,Service
ENG01387,Direct Labour,Pass,Expert,Multi Skill,Installation,None
ENG01388,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG01389,Contractor,Distinction,Expert,Single Skill,Repair,None
ENG01390,Direct Labour,Distinction,Beginner,Single Skill,Service,None
ENG01391,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG01392,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG01393,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG01394,Contractor,Pass,Expert,Single Skill,Service,Service
ENG01395,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG01396,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG01397,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG01398,Direct Labour,Merit,Expert,Single Skill,Service,Repair
ENG01399,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG01400,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG01401,Contractor,Pass,Expert,Single Skill,Repair,None
ENG01402,Direct Labour,Merit,Intermediate,Multi Skill,Service,Service
ENG01403,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG01404,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG01405,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG01406,Contractor,Merit,Intermediate,Multi Skill,Service,None
ENG01407,Contractor,Pass,Beginner,Multi Skill,Service,Repair
ENG01408,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG01409,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG01410,Direct Labour,Merit,Beginner,Single Skill,Repair,Installation
ENG01411,Direct Labour,Pass,Beginner,Multi Skill,Installation,Service
ENG01412,Contractor,Merit,Intermediate,Single Skill,Service,None
ENG01413,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG01414,Contractor,Merit,Intermediate,Multi Skill,Service,Repair
ENG01415,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG01416,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG01417,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG01418,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG01419,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG01420,Direct Labour,Merit,Expert,Single Skill,Service,Service
ENG01421,Contractor,Pass,Expert,Single Skill,Service,None
ENG01422,Contractor,Pass,Intermediate,Multi Skill,Installation,Installation
ENG01423,Contractor,Merit,Expert,Single Skill,Installation,Service
ENG01424,Contractor,Pass,Expert,Multi Skill,Installation,Repair
ENG01425,Contractor,Merit,Expert,Single Skill,Installation,Installation
ENG01426,Direct Labour,Pass,Beginner,Single Skill,Installation,None
ENG01427,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG01428,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG01429,Direct Labour,Merit,Intermediate,Multi Skill,Service,Service
ENG01430,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG01431,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG01432,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG01433,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG01434,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG01435,Contractor,Merit,Intermediate,Single Skill,Installation,Repair
ENG01436,Direct Labour,Merit,Expert,Multi Skill,Installation,Repair
ENG01437,Contractor,Merit,Intermediate,Single Skill,Repair,None
ENG01438,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG01439,Direct Labour,Pass,Beginner,Single Skill,Repair,Installation
ENG01440,Direct Labour,Pass,Intermediate,Single Skill,Service,None
ENG01441,Contractor,Merit,Intermediate,Multi Skill,Installation,Service
ENG01442,Contractor,Merit,Intermediate,Multi Skill,Repair,Service
ENG01443,Direct Labour,Merit,Expert,Single Skill,Repair,Service
ENG01444,Direct Labour,Pass,Beginner,Single Skill,Service,None
ENG01445,Direct Labour,Distinction,Beginner,Single Skill,Repair,Installation
ENG01446,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Service
ENG01447,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG01448,Direct Labour,Pass,Expert,Multi Skill,Installation,None
ENG01449,Direct Labour,Merit,Intermediate,Single Skill,Repair,Installation
ENG01450,Direct Labour,Pass,Beginner,Multi Skill,Installation,Repair
ENG01451,Direct Labour,Merit,Expert,Multi Skill,Installation,Installation
ENG01452,Direct Labour,Distinction,Intermediate,Single Skill,Service,Service
ENG01453,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG01454,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Installation
ENG01455,Contractor,Pass,Beginner,Multi Skill,Repair,Service
ENG01456,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG01457,Contractor,Merit,Intermediate,Multi Skill,Service,Installation
ENG01458,Contractor,Distinction,Intermediate,Single Skill,Installation,None
ENG01459,Direct Labour,Pass,Beginner,Multi Skill,Service,Repair
ENG01460,Contractor,Distinction,Intermediate,Single Skill,Repair,Installation
ENG01461,Contractor,Pass,Intermediate,Multi Skill,Installation,Installation
ENG01462,Contractor,Distinction,Expert,Multi Skill,Installation,Installation
ENG01463,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG01464,Direct Labour,Merit,Intermediate,Multi Skill,Repair,None
ENG01465,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG01466,Contractor,Distinction,Beginner,Single Skill,Repair,Service
ENG01467,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG01468,Contractor,Pass,Beginner,Multi Skill,Installation,Repair
ENG01469,Contractor,Distinction,Beginner,Single Skill,Service,None
